Rank,Game_Career,Game_Team,Week,Date,Team,Opponent,GS,Completions,Attempts,Completion_Pct,Pass_Yds,Pass_TD,INT,Yards_per_Attempt,Adj_Yards_per_Attempt,Passer_Rating,Sacks,Sack_Yards,Rush_Att,Rush_Yds,Rush_TD,Yards_per_Rush,Fumbles,Fantasy_Points,Season,QB
153.0,153.0,12.0,13,2021-12-05,SEA,SF,*,30,37,81.1,231,2,1,6.2,6.11,99.4,4,50,3,15,0,5.0,1,14.740000000000002,2021,Russel Wilson
154.0,154.0,13.0,14,2021-12-12,SEA,HOU,*,17,28,60.7,260,2,0,9.3,10.71,115.2,0,0,2,8,0,4.0,1,17.2,2021,Russel Wilson
155.0,155.0,14.0,15,2021-12-21,SEA,LAR,*,17,31,54.8,156,0,1,5.0,3.58,55.3,3,22,0,0,0,,0,4.24,2021,Russel Wilson
156.0,156.0,15.0,16,2021-12-26,SEA,CHI,*,16,27,59.3,181,2,0,6.7,8.19,104.1,2,20,2,13,0,6.5,0,16.54,2021,Russel Wilson
157.0,157.0,16.0,17,2022-01-02,SEA,DET,*,20,29,69.0,236,4,0,8.1,10.9,133.0,1,4,6,24,0,4.0,0,27.839999999999996,2022,Russel Wilson
158.0,158.0,17.0,18,2022-01-09,SEA,ARI,*,15,26,57.7,238,3,1,9.2,9.73,110.7,1,9,4,5,1,1.3,1,24.02,2022,Russel Wilson
159.0,159.0,1.0,1,2022-09-12,DEN,SEA,*,29,42,69.0,340,1,0,8.1,8.57,101.3,2,10,1,2,0,2.0,0,17.8,2022,Russel Wilson
160.0,160.0,2.0,2,2022-09-18,DEN,HOU,*,14,31,45.2,219,1,1,7.1,6.26,66.5,3,18,2,3,0,1.5,0,11.06,2022,Russel Wilson
161.0,161.0,3.0,3,2022-09-25,DEN,SF,*,20,33,60.6,184,0,0,5.6,5.58,75.8,4,24,6,17,0,2.8,0,9.06,2022,Russel Wilson
162.0,162.0,4.0,4,2022-10-02,DEN,LV,*,17,25,68.0,237,2,0,9.5,11.08,124.9,3,23,4,29,1,7.3,0,26.38,2022,Russel Wilson
163.0,163.0,5.0,5,2022-10-06,DEN,IND,*,21,39,53.8,274,0,2,7.0,4.72,54.9,4,24,4,22,0,5.5,1,7.16,2022,Russel Wilson
164.0,164.0,6.0,6,2022-10-17,DEN,LAC,*,15,28,53.6,188,1,0,6.7,7.43,86.6,4,28,4,23,0,5.8,0,13.82,2022,Russel Wilson
165.0,165.0,8.0,8,2022-10-30,DEN,JAX,*,18,30,60.0,252,1,1,8.4,7.57,84.3,3,22,4,17,0,4.3,0,13.78,2022,Russel Wilson
166.0,166.0,9.0,10,2022-11-13,DEN,TEN,*,21,42,50.0,286,1,1,6.8,6.21,70.1,6,38,7,8,0,1.1,3,8.239999999999998,2022,Russel Wilson
167.0,167.0,10.0,11,2022-11-20,DEN,LV,*,24,31,77.4,247,0,0,8.0,7.97,99.8,3,21,1,8,0,8.0,0,10.680000000000001,2022,Russel Wilson
168.0,168.0,11.0,12,2022-11-27,DEN,CAR,*,19,35,54.3,142,1,0,4.1,4.63,73.7,3,17,2,8,0,4.0,1,8.48,2022,Russel Wilson
169.0,169.0,12.0,13,2022-12-04,DEN,BAL,*,17,22,77.3,189,0,0,8.6,8.59,102.3,2,5,2,21,0,10.5,0,9.66,2022,Russel Wilson
170.0,170.0,13.0,14,2022-12-11,DEN,KC,*,23,36,63.9,247,3,1,6.9,7.28,100.1,6,49,4,57,0,14.3,0,25.580000000000002,2022,Russel Wilson
171.0,171.0,15.0,16,2022-12-25,DEN,LAR,*,15,27,55.6,214,1,3,7.9,3.67,54.2,6,40,2,17,0,8.5,0,8.26,2022,Russel Wilson
172.0,172.0,16.0,17,2023-01-01,DEN,KC,*,26,38,68.4,222,1,1,5.8,5.18,81.2,4,32,4,27,2,6.8,1,23.580000000000002,2023,Russel Wilson
173.0,173.0,17.0,18,2023-01-08,DEN,LAC,*,13,24,54.2,283,3,1,11.8,12.42,118.6,2,17,8,18,0,2.3,0,23.12,2023,Russel Wilson
174.0,174.0,1.0,1,2023-09-10,DEN,LV,*,27,34,79.4,177,2,0,5.2,6.38,108.0,2,11,1,1,0,1.0,0,15.18,2023,Russel Wilson
175.0,175.0,2.0,2,2023-09-17,DEN,WAS,*,18,32,56.3,308,3,1,9.6,10.09,107.3,7,31,6,56,0,9.3,1,25.92,2023,Russel Wilson
176.0,176.0,3.0,3,2023-09-24,DEN,MIA,*,23,38,60.5,306,1,1,8.1,7.39,83.9,1,12,0,0,0,,0,14.240000000000002,2023,Russel Wilson
177.0,177.0,4.0,4,2023-10-01,DEN,CHI,*,21,28,75.0,223,3,0,8.0,10.11,133.5,1,9,4,13,0,3.3,0,22.220000000000002,2023,Russel Wilson
178.0,178.0,5.0,5,2023-10-08,DEN,NYJ,*,20,31,64.5,196,2,0,6.3,7.61,103.7,4,27,7,49,0,7.0,2,16.740000000000002,2023,Russel Wilson
179.0,179.0,6.0,6,2023-10-12,DEN,KC,*,13,22,59.1,95,1,2,4.3,1.14,46.6,4,13,4,31,0,7.8,0,6.9,2023,Russel Wilson
180.0,180.0,7.0,7,2023-10-22,DEN,GB,*,20,29,69.0,194,1,0,6.7,7.38,98.9,1,0,1,21,0,21.0,0,13.86,2023,Russel Wilson
181.0,181.0,8.0,8,2023-10-29,DEN,KC,*,12,19,63.2,114,3,0,6.0,9.16,119.3,6,27,8,30,0,3.8,2,15.559999999999999,2023,Russel Wilson
182.0,182.0,9.0,10,2023-11-13,DEN,BUF,*,24,29,82.8,193,2,0,6.7,8.03,117.4,4,15,9,30,0,3.3,0,18.72,2023,Russel Wilson
183.0,183.0,10.0,11,2023-11-19,DEN,MIN,*,27,35,77.1,259,1,0,7.4,7.97,106.7,2,10,2,1,0,0.5,0,14.459999999999999,2023,Russel Wilson
184.0,184.0,11.0,12,2023-11-26,DEN,CLE,*,13,22,59.1,134,1,0,6.1,7.0,91.9,1,9,11,34,1,3.1,2,14.759999999999998,2023,Russel Wilson
185.0,185.0,12.0,13,2023-12-03,DEN,HOU,*,15,26,57.7,186,1,3,7.2,2.73,53.2,3,22,10,44,1,4.4,0,15.840000000000003,2023,Russel Wilson
186.0,186.0,13.0,14,2023-12-10,DEN,LAC,*,21,33,63.6,224,2,1,6.8,6.64,91.0,2,8,6,5,0,0.8,0,15.46,2023,Russel Wilson
187.0,187.0,14.0,15,2023-12-16,DEN,DET,*,18,32,56.3,223,1,0,7.0,7.59,88.4,2,19,7,6,1,0.9,1,17.52,2023,Russel Wilson
188.0,188.0,15.0,16,2023-12-24,DEN,NE,*,25,37,67.6,238,2,0,6.4,7.51,103.2,5,45,4,20,0,5.0,2,15.52,2023,Russel Wilson
189.0,189.0,7.0,7,2024-10-20,PIT,NYJ,*,16,29,55.2,264,2,0,9.1,10.48,109.0,1,4,3,3,1,1.0,0,24.860000000000003,2024,Russel Wilson
190.0,190.0,8.0,8,2024-10-28,PIT,NYG,*,20,28,71.4,278,1,0,9.9,10.64,114.9,4,19,3,7,0,2.3,1,13.819999999999999,2024,Russel Wilson
191.0,191.0,9.0,10,2024-11-10,PIT,WAS,*,14,28,50.0,195,3,1,7.0,7.5,93.6,3,23,4,3,0,0.8,0,18.1,2024,Russel Wilson
192.0,192.0,10.0,11,2024-11-17,PIT,BAL,*,23,36,63.9,205,0,1,5.7,4.44,67.5,4,24,4,1,0,0.3,0,6.299999999999999,2024,Russel Wilson
193.0,193.0,11.0,12,2024-11-21,PIT,CLE,*,21,28,75.0,270,1,0,9.6,10.36,116.7,4,22,3,10,0,3.3,1,13.8,2024,Russel Wilson
194.0,194.0,12.0,13,2024-12-01,PIT,CIN,*,29,38,76.3,414,3,1,10.9,11.29,126.4,2,4,3,3,0,1.0,0,26.86,2024,Russel Wilson
195.0,195.0,13.0,14,2024-12-08,PIT,CLE,*,15,26,57.7,158,2,0,6.1,7.62,101.1,1,11,6,17,0,2.8,0,16.02,2024,Russel Wilson
196.0,196.0,14.0,15,2024-12-15,PIT,PHI,*,14,22,63.6,128,1,0,5.8,6.73,94.5,2,21,4,13,0,3.3,1,8.420000000000002,2024,Russel Wilson
197.0,197.0,15.0,16,2024-12-21,PIT,BAL,*,22,33,66.7,217,2,1,6.6,6.42,92.6,3,19,3,27,0,9.0,1,15.379999999999999,2024,Russel Wilson
198.0,198.0,16.0,17,2024-12-25,PIT,KC,*,23,37,62.2,205,0,1,5.5,4.32,65.7,5,43,6,55,1,9.2,1,15.7,2024,Russel Wilson
199.0,199.0,17.0,18,2025-01-04,PIT,CIN,*,17,31,54.8,148,1,0,4.8,5.42,78.4,4,29,4,16,0,4.0,0,11.52,2025,Russel Wilson
