Rank,Game_Career,Game_Team,Week,Date,Team,Opponent,GS,Completions,Attempts,Completion_Pct,Pass_Yds,Pass_TD,INT,Yards_per_Attempt,Adj_Yards_per_Attempt,Passer_Rating,Sacks,Sack_Yards,Rush_Att,Rush_Yds,Rush_TD,Yards_per_Rush,Fumbles,Fantasy_Points,Season,QB
15.0,15.0,15.0,16.0,2016-12-26,DAL,DET,*,15,20,75.0,212,3,0,10.6,13.6,148.3,1,11,4,35,0,8.8,0,23.98,2016,Dak Prescott
16.0,16.0,16.0,17.0,2017-01-01,DAL,PHI,*,4,8,50.0,37,0,0,4.6,4.63,63.0,0,0,1,9,0,9.0,0,2.38,2017,Dak Prescott
17.0,17.0,1.0,1.0,2017-09-10,DAL,NYG,*,24,39,61.5,268,1,0,6.9,7.38,90.5,1,5,3,24,0,8.0,0,17.12,2017,Dak Prescott
18.0,18.0,2.0,2.0,2017-09-17,DAL,DEN,*,30,50,60.0,238,2,2,4.8,3.76,68.6,2,10,3,24,0,8.0,0,15.919999999999998,2017,Dak Prescott
19.0,19.0,3.0,3.0,2017-09-25,DAL,ARI,*,13,18,72.2,183,2,0,10.2,12.39,141.7,1,9,3,16,1,5.3,0,22.92,2017,Dak Prescott
20.0,20.0,4.0,4.0,2017-10-01,DAL,LAR,*,20,36,55.6,252,3,1,7.0,7.42,93.7,2,1,3,25,0,8.3,0,22.58,2017,Dak Prescott
21.0,21.0,5.0,5.0,2017-10-08,DAL,GB,*,25,36,69.4,251,3,1,7.0,7.39,105.2,1,6,4,37,1,9.3,1,27.74,2017,Dak Prescott
22.0,22.0,6.0,7.0,2017-10-22,DAL,SF,*,16,25,64.0,234,3,0,9.4,11.76,134.0,0,0,4,26,1,6.5,0,29.96,2017,Dak Prescott
23.0,23.0,7.0,8.0,2017-10-29,DAL,WAS,*,14,22,63.6,143,0,0,6.5,6.5,82.2,2,5,3,16,0,5.3,0,7.32,2017,Dak Prescott
24.0,24.0,8.0,9.0,2017-11-05,DAL,KC,*,21,33,63.6,249,2,0,7.5,8.76,106.8,1,5,3,27,1,9.0,0,26.66,2017,Dak Prescott
25.0,25.0,9.0,10.0,2017-11-12,DAL,ATL,*,20,30,66.7,176,0,0,5.9,5.87,82.1,8,50,6,42,1,7.0,2,13.240000000000002,2017,Dak Prescott
26.0,26.0,10.0,11.0,2017-11-19,DAL,PHI,*,18,31,58.1,145,0,3,4.7,0.32,30.4,4,32,2,10,0,5.0,1,-1.2000000000000002,2017,Dak Prescott
27.0,27.0,11.0,12.0,2017-11-23,DAL,LAC,*,20,27,74.1,179,0,2,6.6,3.3,60.6,2,11,0,0,0,,0,3.16,2017,Dak Prescott
28.0,28.0,12.0,13.0,2017-11-30,DAL,WAS,*,11,22,50.0,102,2,0,4.6,6.45,93.4,1,9,5,28,0,5.6,0,14.879999999999999,2017,Dak Prescott
29.0,29.0,13.0,14.0,2017-12-10,DAL,NYG,*,20,30,66.7,332,3,0,11.1,13.07,137.1,0,0,6,13,0,2.2,0,26.580000000000002,2017,Dak Prescott
30.0,30.0,14.0,15.0,2017-12-17,DAL,LV,*,18,27,66.7,212,0,2,7.9,4.52,59.5,2,8,6,32,1,5.3,0,13.68,2017,Dak Prescott
31.0,31.0,15.0,16.0,2017-12-24,DAL,SEA,*,21,34,61.8,181,0,2,5.3,2.68,51.2,4,27,4,21,0,5.3,0,5.34,2017,Dak Prescott
